image_filepath,part_id,label,dE_max,dE_mean,op_agreement_gap,n_dropped_points,truck_number,date,well_number,well_size
training_set\images\image_00616.jpg,616,PASS,2.1760408094465475,1.6549742662492235,0.4475661814808629,0,117.0,2/18/2025,5,6024
training_set\images\image_00617.jpg,617,PASS,2.163616020892462,1.1958974530647193,0.5720117202436699,0,117.0,2/18/2025,6,6024
training_set\images\image_00618.jpg,618,PASS,1.8963887475844032,1.284058750044955,0.3152172050637032,0,117.0,2/18/2025,7,6024
training_set\images\image_00619.jpg,619,PASS,2.7416335382506243,2.143173750103049,0.3845709586974513,0,117.0,2/18/2025,8,6024
training_set\images\image_00620.jpg,620,PASS,2.3492322354637305,1.8543039283529312,0.3130571396731723,0,117.0,2/18/2025,9,6024
training_set\images\image_00622.jpg,622,PASS,2.6996690316623178,2.061780342182356,0.0334741285056714,0,117.0,2/18/2025,10,6024
training_set\images\image_00623.jpg,623,PASS,2.3958642506098498,1.258242267396412,0.023004475115,0,117.0,2/18/2025,11,6024
training_set\images\image_00624.jpg,624,PASS,4.560004109890749,2.5036726589565803,0.8529933265972702,0,117.0,2/18/2025,1,6038
training_set\images\image_00625.jpg,625,PASS,1.6142409133519653,1.0475392563118693,0.1158536708371424,0,117.0,2/18/2025,2,6038
training_set\images\image_00626.jpg,626,PASS,2.3964038738633358,1.2277985148818489,0.9730053831477667,0,117.0,2/18/2025,3,6038
training_set\images\image_00627.jpg,627,PASS,4.6162087141702735,2.42326528164528,2.337177291221661,0,117.0,2/18/2025,4,6038
training_set\images\image_00628.jpg,628,PASS,2.953475478819656,1.162869185351411,1.502950043171882,0,117.0,2/18/2025,5,6038
training_set\images\image_00629.jpg,629,PASS,5.5207988526218505,3.27337724077867,0.4866925480006632,0,117.0,2/18/2025,6,6038
training_set\images\image_00631.jpg,631,PASS,3.4130314149488954,2.4281461444354027,1.0424443282242288,1,117.0,2/18/2025,7,6038
training_set\images\image_00632.jpg,632,PASS,3.2065034034099136,2.352464020893747,0.8999932457506077,0,117.0,2/18/2025,8,6038
training_set\images\image_00633.jpg,633,PASS,2.896171353294322,1.9005249138053413,0.6625267388050902,0,117.0,2/18/2025,9,6038
training_set\images\image_00634.jpg,634,PASS,2.337766662584845,1.374214039854203,0.9814422636051664,0,117.0,2/18/2025,10,6038
training_set\images\image_00635.jpg,635,PASS,2.558937314036502,0.8930507104852987,2.1919743095061808,0,117.0,2/18/2025,11,6038
training_set\images\image_00636.jpg,636,PASS,1.777492929598644,1.5944414597345036,0.0336419210001486,0,117.0,2/18/2025,12,6038
training_set\images\image_00637.jpg,637,PASS,2.0048721912592185,1.4348903918379392,0.328693377697127,0,117.0,2/18/2025,13,6038
training_set\images\image_00638.jpg,638,PASS,1.9543243747678736,1.214010183229904,0.3176288950803212,0,117.0,2/18/2025,14,6038
training_set\images\image_00639.jpg,639,PASS,2.7750001876454173,1.6372577754729296,0.8764040322173317,0,117.0,2/18/2025,15,6038
training_set\images\image_00640.jpg,640,PASS,2.2644490413342178,1.63290891697283,0.0882108246579091,0,117.0,2/18/2025,16,6038
training_set\images\image_00641.jpg,641,PASS,2.5409617420875645,1.4286164768335323,1.1259088087688172,0,117.0,2/18/2025,17,6038
training_set\images\image_00643.jpg,643,FAIL,1.2032962936676832,0.6395358918955748,0.1349249598712476,0,117.0,2/19/2025,18,6038
training_set\images\image_00644.jpg,644,FAIL,1.6306206229526208,1.1634196553587774,0.1742817170406865,0,117.0,2/19/2025,19,6038
training_set\images\image_00645.jpg,645,FAIL,5.6431448314935855,2.589301401481998,3.167564789586947,0,117.0,2/19/2025,20,6038
training_set\images\image_00646.jpg,646,FAIL,4.808803360606007,2.425263260571645,2.4452995553719683,0,117.0,2/19/2025,21,6038
training_set\images\image_00647.jpg,647,FAIL,1.5654329647868672,0.9734790287509116,0.1336944529257908,0,117.0,2/19/2025,22,6038
training_set\images\image_00648.jpg,648,FAIL,1.5237552007533803,1.1923628370489925,0.0026857968131568,0,117.0,2/19/2025,23,6038
training_set\images\image_00649.jpg,649,FAIL,2.6903281222278155,1.6840137254990764,0.2513516622568574,0,117.0,2/19/2025,24,6038
training_set\images\image_00650.jpg,650,FAIL,2.707745514647116,1.2875138748643196,0.5857486340636155,1,117.0,2/19/2025,25,6038
training_set\images\image_00651.jpg,651,PASS,2.6214569328652737,1.9922404181979927,0.4424388978019578,0,118.0,3/10/2025,1,6024
training_set\images\image_00652.jpg,652,PASS,3.106165144175685,2.147110118894141,0.7064867560500323,0,118.0,3/10/2025,2,6024
training_set\images\image_00653.jpg,653,PASS,3.61053403078478,2.9749111209261128,0.4758476089706955,0,118.0,3/10/2025,3,7024
training_set\images\image_00656.jpg,656,PASS,1.9478706455427133,1.295645984564493,0.4265746706608615,0,118.0,3/10/2025,4,7024
training_set\images\image_00657.jpg,657,PASS,2.200404578050987,1.2276176256680331,0.0613417627270247,0,118.0,3/11/2025,5,7024
training_set\images\image_00658.jpg,658,PASS,2.224818509299501,1.6866243572628068,0.0331359274733786,0,118.0,3/11/2025,6,7024
training_set\images\image_00659.jpg,659,PASS,2.5969580678855246,1.5258256508717107,0.52872229087385,0,118.0,3/11/2025,7,7024
training_set\images\image_00660.jpg,660,PASS,3.236551348687563,1.9800950830926685,1.273564303717636,0,118.0,3/11/2025,8,7024
training_set\images\image_00661.jpg,661,PASS,2.880518491494643,2.1897927891707307,0.3515075583553111,2,118.0,3/11/2025,9,7024
training_set\images\image_00662.jpg,662,PASS,2.783408378415168,1.8589971838819144,0.6064418867730343,0,118.0,3/11/2025,10,7024
training_set\images\image_00663.jpg,663,PASS,2.514548341144537,1.5753931985347651,0.1584126445873424,0,115.0,1/17/2025,30,7024
training_set\images\image_00664.jpg,664,PASS,3.0312469623940625,2.3436701384394825,0.6405518063421294,0,118.0,3/11/2025,12,7024
training_set\images\image_00665.jpg,665,PASS,1.832938424698536,1.3710526544955195,0.15986938493535,0,118.0,3/11/2025,13,7024
training_set\images\image_00666.jpg,666,PASS,1.9684314000989929,1.3529518079248912,0.2113750822024198,0,118.0,3/11/2025,14,7024
training_set\images\image_00667.jpg,667,PASS,2.4535951319412588,1.7467627079131418,0.0785932817769188,0,118.0,3/11/2025,15,7024
training_set\images\image_00668.jpg,668,PASS,2.6533749375818507,1.561329128056042,0.920825883167814,0,118.0,3/11/2025,16,7024
training_set\images\image_00669.jpg,669,PASS,3.170183803722595,2.309022854696483,0.5220444904485406,0,118.0,3/11/2025,17,7024
training_set\images\image_00670.jpg,670,PASS,2.530118363401788,1.7981420133857888,0.0443540302799903,0,118.0,3/11/2025,18,7024
training_set\images\image_00671.jpg,671,PASS,2.358947005196226,1.5707564846911986,0.0831039354112177,0,118.0,3/11/2025,19,7024
training_set\images\image_00672.jpg,672,PASS,2.21555309781979,1.4956520296478562,0.6056096705789085,0,118.0,3/11/2025,20,7024
training_set\images\image_00673.jpg,673,PASS,2.567364334495178,1.8500585136032377,0.2530523869466399,0,118.0,3/11/2025,1,7038
training_set\images\image_00674.jpg,674,PASS,4.668983373958881,2.395279691319207,2.4786308241929897,0,118.0,3/11/2025,2,7038
training_set\images\image_00675.jpg,675,PASS,2.840849347600641,1.9353442541133676,0.2156216939152666,0,118.0,3/11/2025,3,7038
training_set\images\image_00676.jpg,676,PASS,3.0754114591925883,1.7649847444913744,1.258301105630101,0,118.0,3/11/2025,4,7038
training_set\images\image_00677.jpg,677,PASS,2.6631237079413785,1.6935517240557658,0.0074532602049504,0,118.0,3/11/2025,5,7038
training_set\images\image_00678.jpg,678,PASS,2.5888381555117155,1.8424865137080415,0.3025144321448274,0,118.0,3/11/2025,6,7038
training_set\images\image_00679.jpg,679,PASS,2.086708749328986,1.057393467537791,0.8451706016317977,0,118.0,3/11/2025,7,7038
training_set\images\image_00680.jpg,680,PASS,1.9903639442320529,1.2165157781280804,0.3674722183218539,0,118.0,3/11/2025,8,7038
training_set\images\image_00681.jpg,681,PASS,2.515504961434728,1.882326296061124,0.0417107405483592,0,118.0,3/11/2025,9,7038
training_set\images\image_00682.jpg,682,PASS,2.0389980065152784,1.2412531486760316,0.2155520788435931,0,118.0,3/11/2025,10,7038
training_set\images\image_00683.jpg,683,PASS,2.370142192363768,1.950197315096417,0.109708511688384,0,118.0,3/11/2025,11,7038
training_set\images\image_00684.jpg,684,PASS,2.679049517333613,1.2522827385581057,1.1115333339625826,0,118.0,3/11/2025,12,7038
training_set\images\image_00685.jpg,685,PASS,2.5882188023955983,1.7351379610471642,1.0346222445237347,0,118.0,3/11/2025,13,7038
training_set\images\image_00686.jpg,686,PASS,2.8645744632167,1.8674811396043167,0.5246072376343749,0,118.0,3/11/2025,14,7038
training_set\images\image_00687.jpg,687,PASS,2.239094562915508,1.4736868313436826,0.48106673406294,0,118.0,3/11/2025,15,7038
training_set\images\image_00688.jpg,688,PASS,2.341201984506259,1.3228340343257192,0.4435108215742116,0,118.0,3/11/2025,16,7038
training_set\images\image_00689.jpg,689,PASS,2.9568006381015657,2.2529154593528977,0.0033079727995888,0,118.0,3/11/2025,17,7038
training_set\images\image_00690.jpg,690,PASS,2.41325210228956,1.74715418725876,0.4979417932581531,0,118.0,3/11/2025,18,7038
training_set\images\image_00691.jpg,691,FAIL,2.4255638677938847,1.0644382060208255,0.5810463501416931,0,118.0,3/11/2026,1,7038
training_set\images\image_00692.jpg,692,PASS,1.5177786966464522,0.8876523960303445,1.048081180087121,1,118.0,3/11/2026,2,7038
training_set\images\image_00693.jpg,693,FAIL,1.624406109105638,1.1841514214997388,0.0893791419122496,0,118.0,3/11/2026,3,7038
training_set\images\image_00694.jpg,694,PASS,0.8388130909471655,0.3967292430561087,0.5236945697976387,0,118.0,3/11/2026,4,7038
training_set\images\image_00695.jpg,695,PASS,1.402436027893739,0.9028554211238148,0.1760037068827489,0,118.0,3/11/2026,5,7038
training_set\images\image_00696.jpg,696,PASS,2.379000639259533,1.02422571706991,1.0088268756425698,0,118.0,3/11/2026,6,7038
training_set\images\image_00697.jpg,697,PASS,1.9088576728337847,1.4349066708939604,0.1870150498224381,0,118.0,3/11/2026,7,7038
training_set\images\image_00698.jpg,698,PASS,1.091414068390763,0.7861056369891942,0.2036109177406474,0,118.0,3/11/2026,8,7038
training_set\images\image_00699.jpg,699,PASS,0.661629269584595,0.3867862976500257,0.2180132853992613,0,118.0,3/11/2026,9,7038
training_set\images\image_00700.jpg,700,PASS,4.074995003603189,2.401628897051877,1.2774846535105977,0,118.0,3/11/2026,10,7038
training_set\images\image_00701.jpg,701,PASS,1.726304372154999,0.7500944135553212,1.103525412217682,0,118.0,3/11/2026,11,7038
training_set\images\image_00702.jpg,702,PASS,3.468644914571412,1.5597963995145172,1.8227945175169284,0,118.0,3/11/2026,12,7038
training_set\images\image_00703.jpg,703,PASS,1.7826433021286967,0.990270440407753,0.1733115620893233,0,118.0,3/11/2026,13,7038
training_set\images\image_00704.jpg,704,PASS,1.4955299118662408,0.8851530218597548,0.8125592448008881,0,118.0,3/11/2026,14,7038
training_set\images\image_00705.jpg,705,PASS,0.8282830685818605,0.598793617664783,0.2181125210627286,0,118.0,3/11/2026,15,7038
training_set\images\image_00706.jpg,706,PASS,0.8822933652507029,0.7043194668266461,0.0866798987932397,1,118.0,3/11/2026,16,7038
training_set\images\image_00707.jpg,707,PASS,1.6980365650784377,1.3890213182107165,0.0922211015298517,0,118.0,3/11/2026,17,7038
training_set\images\image_00708.jpg,708,PASS,2.072570093104936,1.0214898552516447,0.8506391489652703,0,118.0,3/11/2026,18,7038
training_set\images\image_00709.jpg,709,PASS,1.5537315787551071,0.7462710068431386,0.8510633726933606,0,118.0,3/11/2026,19,7038
training_set\images\image_00710.jpg,710,PASS,4.123629437013495,1.1576250489139774,3.492057831018894,0,118.0,3/11/2026,20,7038
training_set\images\image_00711.jpg,711,PASS,1.6213262535728838,0.9799058517436992,0.6072276682263287,0,118.0,3/11/2026,21,7038
training_set\images\image_00712.jpg,712,PASS,2.9431823984249936,1.8084937266539969,1.168855776469312,0,118.0,3/11/2026,22,7038
training_set\images\image_00713.jpg,713,PASS,1.7509415176443677,0.9577203216556368,0.8938449888851137,0,118.0,3/11/2026,23,7038
training_set\images\image_00714.jpg,714,PASS,1.5398808293498114,0.8753968690950119,0.7399925539451647,0,118.0,3/11/2026,24,7038
training_set\images\image_00715.jpg,715,PASS,3.212040194838282,1.9013096299019243,1.1167417758017706,0,118.0,3/11/2026,25,7038
training_set\images\image_00716.jpg,716,PASS,2.822461615874938,1.24705776767029,0.5034730566306389,0,118.0,3/11/2026,26,7038
training_set\images\image_00717.jpg,717,PASS,1.971942348747605,1.324353217516632,0.5187270822765144,0,118.0,3/11/2026,27,7038
training_set\images\image_00718.jpg,718,PASS,2.5869915148378877,1.0076663936214996,1.106618159862366,0,118.0,3/11/2026,28,7038
training_set\images\image_00719.jpg,719,PASS,2.054821087295139,1.3965651098363,0.2025218309046559,0,118.0,3/11/2026,29,7038
training_set\images\image_00720.jpg,720,PASS,4.08954845646329,1.5929923619203878,3.0443585531124544,0,118.0,3/11/2026,30,7038
training_set\images\image_00721.jpg,721,PASS,1.636756542388615,1.3421529918218489,0.2131797405173583,1,118.0,3/11/2026,31,7038
training_set\images\image_00722.jpg,722,PASS,1.5917072605716067,0.6958991376079796,1.0678370122548078,0,118.0,3/11/2026,32,7038
training_set\images\image_00723.jpg,723,PASS,3.604823579121601,1.5266849519950825,0.4104136089648178,0,118.0,3/11/2026,33,7038
training_set\images\image_00724.jpg,724,PASS,2.2842591387534767,1.1241774658940729,1.1008382753373118,0,118.0,3/11/2026,34,7038
training_set\images\image_00725.jpg,725,PASS,1.6259887871722298,0.6801514955424173,0.7890424980804759,0,118.0,3/11/2026,35,7038
training_set\images\image_00726.jpg,726,PASS,2.307922439761644,1.3994898101531963,1.0580867099367668,0,118.0,3/11/2026,36,7038
training_set\images\image_00727.jpg,727,PASS,1.5039080419859796,0.8318757141961252,0.734297329156689,0,118.0,3/11/2026,37,7038
training_set\images\image_00728.jpg,728,PASS,3.304196056194749,1.2442173334614903,2.378149951685669,0,118.0,3/11/2026,38,7038
training_set\images\image_00729.jpg,729,PASS,1.083288153573039,0.6882251007171892,0.1004643498868834,0,118.0,3/11/2026,39,7038
training_set\images\image_00730.jpg,730,PASS,1.5944489666740904,1.0149982033117133,0.0141222428943608,0,118.0,3/11/2026,40,7038
training_set\images\image_00731.jpg,731,PASS,2.2583832347803927,1.1330862848001668,0.2055078594027319,0,118.0,3/11/2026,41,7038
training_set\images\image_00732.jpg,732,PASS,2.078897438698663,0.911573385292982,1.223281518087884,0,118.0,3/11/2026,42,7038
training_set\images\image_00735.jpg,735,FAIL,2.6630320827215868,1.238456053047403,1.3126746200137165,1,119.0,3/20/2025,1,6024
training_set\images\image_00737.jpg,737,PASS,2.072824681309189,1.0359782646411426,1.16807191857698,0,119.0,3/20/2025,2,6024
training_set\images\image_00738.jpg,738,PASS,2.280777055641292,1.6612810218657623,0.0354241296814517,0,119.0,3/20/2025,3,6024
training_set\images\image_00739.jpg,739,PASS,2.401731469092319,1.844940203735364,0.1659362188832416,0,119.0,3/20/2025,4,6024
training_set\images\image_00740.jpg,740,PASS,1.338232746292676,0.8180561781648491,0.6020531436859022,0,119.0,3/20/2025,5,6024
training_set\images\image_00741.jpg,741,PASS,1.611392583059295,0.6127059952465357,0.829507216441918,0,119.0,3/20/2025,6,6024
training_set\images\image_00742.jpg,742,PASS,2.065659608593682,1.2104594787325589,0.8705454651727071,0,119.0,3/20/2025,7,6024
training_set\images\image_00743.jpg,743,PASS,3.1176490964380146,2.1825220352208343,0.9954705279328628,0,119.0,3/20/2025,8,6024
training_set\images\image_00744.jpg,744,PASS,2.6858903174210864,1.7685232880656077,0.2903060535422139,0,119.0,3/20/2025,9,6024
training_set\images\image_00745.jpg,745,PASS,2.6698652572888024,1.6723357937343888,0.224688210676903,0,119.0,3/20/2025,10,6024
training_set\images\image_00746.jpg,746,PASS,2.9045228731805026,2.309195511457562,0.4517160298896217,0,119.0,3/20/2025,11,6024
training_set\images\image_00747.jpg,747,PASS,2.6176137499480983,1.9159999886510195,0.0643848650556018,0,119.0,3/20/2025,12,6024
training_set\images\image_00748.jpg,748,PASS,1.780475413257811,1.3048087480969373,0.4754554494726248,1,119.0,3/20/2025,13,6024
training_set\images\image_00749.jpg,749,PASS,2.693538996998764,2.0080373659301256,0.1921933627707965,0,119.0,3/20/2025,14,6024
training_set\images\image_00750.jpg,750,PASS,2.2201794514765325,1.6979634846947913,0.8557555461396193,0,119.0,3/20/2025,15,6024
training_set\images\image_00751.jpg,751,PASS,1.737403126091298,1.1795556611718463,0.1814589935976118,0,119.0,3/20/2025,16,6024
training_set\images\image_00752.jpg,752,PASS,2.2251938776930014,1.0724993463360732,0.7633311539043264,0,119.0,3/21/2025,1,6024
training_set\images\image_00753.jpg,753,PASS,2.1691575733075004,1.4141689912076476,0.3743327455377714,0,119.0,3/21/2025,2,6024
training_set\images\image_00754.jpg,754,PASS,2.8390374036869117,2.161851569361611,0.1074515451768176,0,119.0,3/21/2025,3,6024
training_set\images\image_00756.jpg,756,FAIL,2.6757905152503745,2.188886120402499,0.0509604415919926,0,119.0,3/21/2025,4,6038
training_set\images\image_00757.jpg,757,FAIL,3.380018782277237,2.1109525924287147,0.6939812284257028,0,119.0,3/21/2025,5,6038
training_set\images\image_00758.jpg,758,PASS,2.318064599522554,1.8395005049884516,0.1085024268943271,0,119.0,3/21/2025,6,6038
training_set\images\image_00759.jpg,759,PASS,1.357947593224689,1.062337704849673,0.1168237684079014,0,119.0,3/21/2025,7,6038
training_set\images\image_00760.jpg,760,PASS,0.9977265902815255,0.6748511589520017,0.0002351636488062,0,119.0,3/21/2025,8,6038
training_set\images\image_00761.jpg,761,PASS,1.923629893196187,1.290003758531839,0.1059659896129137,0,119.0,3/21/2025,9,6038
training_set\images\image_00762.jpg,762,PASS,1.7992658684925682,1.4511874829430076,0.0035746458374554,0,119.0,3/21/2025,10,6038
training_set\images\image_00763.jpg,763,PASS,1.9098795203723904,1.0951592944702029,0.1127858224815212,1,119.0,3/21/2025,11,6038
training_set\images\image_00764.jpg,764,PASS,2.8586093752949018,2.086589283923768,0.5840628155122722,0,119.0,3/21/2025,12,6038
training_set\images\image_00765.jpg,765,PASS,2.369661164862215,1.4906363844648374,0.4625481427668045,0,119.0,3/21/2025,13,6038
training_set\images\image_00766.jpg,766,PASS,2.2178641331368736,1.4375426796543274,0.5808390155814718,0,119.0,3/21/2025,14,6038
training_set\images\image_00767.jpg,767,PASS,2.895299322470355,1.58513356215198,1.51017645441754,0,119.0,3/21/2025,15,6038
training_set\images\image_00768.jpg,768,PASS,2.6763867769336325,1.8382110509819585,0.5407801063061086,0,119.0,3/21/2025,16,6038
training_set\images\image_00769.jpg,769,PASS,2.484842193809784,1.0783773297744523,1.8551435966153749,0,119.0,3/21/2025,17,6038
training_set\images\image_00770.jpg,770,PASS,2.589753189958744,1.5367422232152643,0.3856129275785993,0,119.0,3/21/2025,18,6038
training_set\images\image_00771.jpg,771,PASS,2.2838024475558587,1.3151810041876348,0.1714334886150439,0,119.0,3/21/2025,19,6038
training_set\images\image_00772.jpg,772,PASS,2.700835020039889,1.5312308144403437,1.1467093335212313,0,119.0,3/21/2025,20,6038
training_set\images\image_00773.jpg,773,PASS,2.394970446844624,1.802858277489368,0.802809013082239,0,119.0,3/21/2025,21,6038
training_set\images\image_00775.jpg,775,PASS,1.8926520081429763,1.326920788228766,0.4575555855070843,0,120.0,4/4/2025,1,6024
training_set\images\image_00776.jpg,776,PASS,2.0219950963706403,1.1586990114576057,0.5082519259268785,0,120.0,4/8/2025,2,6024
training_set\images\image_00777.jpg,777,PASS,2.0434135886608686,1.673422273362121,0.1860841283377328,0,120.0,4/8/2025,3,6024
training_set\images\image_00778.jpg,778,PASS,2.4917508172011926,1.7453045130644906,0.2623184801956673,0,120.0,4/8/2025,4,6024
training_set\images\image_00779.jpg,779,PASS,2.3902991608480897,1.6796662067223969,0.3827266929962118,0,120.0,4/8/2025,5,6024
training_set\images\image_00780.jpg,780,PASS,2.7574300673615024,2.003832024758535,0.09807469192714,0,120.0,4/8/2025,6,6024
training_set\images\image_00781.jpg,781,PASS,1.937597094422008,1.6917303304568312,0.0765115522642929,0,120.0,4/8/2025,7,6024
training_set\images\image_00782.jpg,782,PASS,2.1352260919757096,1.6346556099848393,0.5095086527694801,0,120.0,4/8/2025,8,6024
training_set\images\image_00783.jpg,783,PASS,2.9288558377661125,1.8420074816144156,0.9435017105803464,0,120.0,4/8/2025,9,6024
training_set\images\image_00784.jpg,784,PASS,1.1688080671308196,0.5556437571299985,0.6446416236118043,0,120.0,4/8/2025,10,6024
training_set\images\image_00785.jpg,785,PASS,2.678951642086476,2.090738839287583,0.0355976852793769,0,120.0,4/8/2025,11,6024
training_set\images\image_00786.jpg,786,PASS,3.03186591774294,2.220178124028436,0.4986439350345844,0,120.0,4/8/2025,12,6024
training_set\images\image_00787.jpg,787,PASS,3.351254898415239,2.101160630322537,1.2644792558894404,0,120.0,4/8/2025,13,6024
training_set\images\image_00788.jpg,788,PASS,1.8754637350045995,1.4596135697070909,0.1246153005249017,0,120.0,4/8/2025,14,6024
training_set\images\image_00789.jpg,789,PASS,3.8667259579351247,2.10851358033529,1.3373503454041131,0,120.0,4/8/2025,15,6024
training_set\images\image_00790.jpg,790,PASS,1.8903144057192005,1.2866516102057717,0.580583210453089,0,120.0,4/8/2025,16,6024
training_set\images\image_00791.jpg,791,PASS,3.8325162965270634,2.6612486366254338,0.7174098108910654,0,120.0,4/8/2025,17,6024
training_set\images\image_00792.jpg,792,PASS,2.328396025865445,1.7798644239692518,0.0854747541173552,0,120.0,4/8/2025,18,6024
training_set\images\image_00793.jpg,793,PASS,2.887328097179041,1.654708336535096,0.2844389687616671,0,120.0,4/8/2025,19,6024
training_set\images\image_00794.jpg,794,PASS,2.733191513774553,1.809125259719761,0.3758025314464914,0,120.0,4/8/2025,20,6024
training_set\images\image_00795.jpg,795,PASS,1.8630367370962315,1.49179381463005,0.6040615714651052,0,120.0,4/8/2025,21,6024
training_set\images\image_00796.jpg,796,PASS,2.5876503686515333,2.081906650404385,0.242653630101731,0,120.0,4/8/2025,1,6038
training_set\images\image_00797.jpg,797,PASS,1.9139928616426176,1.254841156497497,0.507119824289886,0,120.0,4/8/2025,2,6038
training_set\images\image_00802.jpg,802,PASS,2.4053495074652798,2.070528477586309,0.0685320947549295,0,120.0,4/8/2025,3,6038
training_set\images\image_00803.jpg,803,PASS,2.5988171356776912,1.9896115200953683,0.7596474337899615,0,120.0,4/9/2025,4,6038
training_set\images\image_00804.jpg,804,PASS,2.9592797846923533,2.1208852424273554,0.4892141649540864,0,120.0,4/9/2025,5,6038
training_set\images\image_00805.jpg,805,PASS,2.786350798915437,1.9201430200543927,0.8329809684370937,0,120.0,4/9/2025,6,6038
training_set\images\image_00806.jpg,806,PASS,2.8614703969816246,2.3266869946144344,0.4756060624800566,0,120.0,4/9/2025,7,6038
training_set\images\image_00807.jpg,807,PASS,2.264408345159907,1.0991929762474948,0.5481805403738969,0,120.0,4/9/2025,8,6038
training_set\images\image_00808.jpg,808,PASS,3.0807636116267414,2.222332610243382,0.5843761084241561,0,120.0,4/9/2025,9,6038
training_set\images\image_00809.jpg,809,PASS,2.957127617563942,2.2944675942770165,0.0280754227225923,0,120.0,4/9/2025,10,6038
training_set\images\image_00810.jpg,810,PASS,2.2394449578141886,1.0981311198005352,0.1050639835377302,0,120.0,4/9/2025,11,6038
training_set\images\image_00811.jpg,811,PASS,3.075261354298666,2.1944821568753747,0.0687433126200121,0,120.0,4/9/2025,12,6038
training_set\images\image_00812.jpg,812,PASS,1.853223065484796,1.3866525362837467,0.2663721626672402,1,120.0,4/9/2025,13,6038
training_set\images\image_00813.jpg,813,PASS,8.26170335718426,2.8277381007899014,6.414107479558545,0,120.0,4/9/2025,14,6038
training_set\images\image_00814.jpg,814,PASS,2.6711827407900266,2.0208782524705207,0.1959868678634788,0,120.0,4/9/2025,15,6038
training_set\images\image_00815.jpg,815,PASS,2.7912898606810885,1.4933074063670355,0.5782608114978407,0,120.0,4/9/2025,16,6038
training_set\images\image_00816.jpg,816,PASS,2.418397787631115,1.981452945232487,0.3165479317765309,0,120.0,4/9/2025,17,6038
training_set\images\image_00817.jpg,817,PASS,3.4849914353455143,2.044584017915809,1.386864890754662,0,120.0,4/9/2025,18,6038
training_set\images\image_00821.jpg,821,PASS,2.7669011260273866,1.6305874980243755,1.380053290093287,0,121.0,4/14/2026,1,7024
training_set\images\image_00822.jpg,822,PASS,4.680241040566491,2.5035499122069065,1.9858823758862905,0,121.0,4/14/2026,2,7024
training_set\images\image_00823.jpg,823,PASS,1.111131866889569,0.7980207148464195,0.0113384220240779,0,121.0,4/14/2026,3,7024
training_set\images\image_00824.jpg,824,PASS,1.7560533798442264,1.1048390684727176,0.072177000655526,0,121.0,4/14/2026,4,7024
training_set\images\image_00825.jpg,825,PASS,3.127510336395229,2.130946144437724,0.6216581643270676,0,121.0,4/14/2026,5,7024
training_set\images\image_00826.jpg,826,PASS,3.0453783189420767,1.2017385128394835,1.4130398933187087,0,121.0,4/14/2026,6,7024
training_set\images\image_00827.jpg,827,PASS,3.508188831769707,2.0237583358226523,1.4641004224069505,0,121.0,4/14/2026,7,7024
training_set\images\image_00828.jpg,828,PASS,2.154330619541114,1.6808741737129491,0.0685497972590556,0,121.0,4/14/2026,8,7024
training_set\images\image_00829.jpg,829,PASS,2.050847609134013,1.4477249951852098,0.7525815786774135,0,121.0,4/14/2026,9,7024
training_set\images\image_00830.jpg,830,PASS,3.5636384385916364,1.2113295055819122,2.4492468319039595,0,121.0,4/14/2026,10,7024
training_set\images\image_00831.jpg,831,PASS,2.634876746129496,1.8885895411762752,0.3443171061508043,0,121.0,4/14/2026,11,7024
training_set\images\image_00832.jpg,832,PASS,2.1922019730444897,1.5128683183425382,0.267339284644603,0,121.0,4/14/2026,12,7024
training_set\images\image_00833.jpg,833,PASS,3.0939444049770435,2.6386058751075483,0.0415204875352452,0,121.0,4/14/2026,13,7024
training_set\images\image_00834.jpg,834,PASS,4.823022516807927,1.5118057599193788,4.314561774161898,0,121.0,4/14/2026,14,7024
training_set\images\image_00835.jpg,835,PASS,1.609171762035443,0.8821508094724959,1.00889966059796,0,121.0,4/14/2026,15,7024
training_set\images\image_00836.jpg,836,PASS,2.996113982562042,1.628939922505901,1.3945828200462158,0,121.0,4/14/2026,16,7024
training_set\images\image_00837.jpg,837,PASS,1.0536239782809391,0.5344087666713843,0.7142070865112118,0,121.0,4/14/2026,17,7024
training_set\images\image_00838.jpg,838,PASS,3.344045849861563,1.68954737197934,0.6014268424435083,0,121.0,4/14/2026,18,7024
training_set\images\image_00839.jpg,839,PASS,3.2915860333210154,1.7973545984281507,1.7980226412483704,0,121.0,4/14/2026,19,7024
training_set\images\image_00840.jpg,840,PASS,1.6087606977229565,1.0622186235401176,0.001814141347876,0,121.0,4/14/2026,20,7024
training_set\images\image_00841.jpg,841,PASS,4.014477830346433,2.4458890806365403,2.0626900495302074,0,121.0,4/14/2026,21,7024
training_set\images\image_00842.jpg,842,PASS,2.205946873132197,1.6356328381285392,0.4245468936986956,0,121.0,4/14/2026,22,7024
training_set\images\image_00843.jpg,843,PASS,2.028458930287336,1.4362045523913032,0.3618575799190711,0,121.0,4/14/2026,23,7024
training_set\images\image_00844.jpg,844,PASS,3.0532044816606634,2.250673010452132,0.6258000964158592,0,121.0,4/15/2026,24,7024
training_set\images\image_00845.jpg,845,PASS,7.31222188141201,3.656290990851812,4.488990595678535,0,121.0,4/15/2026,25,7024
training_set\images\image_00846.jpg,846,PASS,3.4341046291259545,2.08182745138305,1.3028518174771402,0,121.0,4/15/2026,26,7024
